1,22
1,24
1,60
1,61
1,62
1,63
1,64
1,65
1,66
1,67
1,68
1,76
1,77
1,78
1,79
1,80
1,81
1,82
1,83
1,84
1,85
1,86
1,87
1,88
1,89
1,90
1,91
1,92
1,93
1,94
1,95
1,96
1,97
2,1
2,22
2,60
2,61
2,62
2,63
2,64
2,65
2,66
2,67
2,77
2,78
2,79
2,80
2,81
2,82
2,83
2,84
2,85
2,86
2,87
2,88
2,89
2,90
2,91
2,92
2,93
2,94
2,95
2,96
2,97
2,98
3,1
3,20
3,22
3,60
3,61
3,62
3,63
3,64
3,65
3,66
3,78
3,79
3,80
3,81
3,82
3,83
3,84
3,85
3,86
3,87
3,88
3,89
3,90
3,91
3,92
3,93
3,94
3,95
3,96
3,97
3,98
3,99
3,100
4,7
4,8
4,9
4,10
4,19
4,20
4,60
4,61
4,62
4,63
4,64
4,65
4,66
4,67
4,79
4,80
4,81
4,82
4,83
4,84
4,85
4,86
4,87
4,88
4,89
4,90
4,91
4,92
4,93
4,94
4,95
4,96
4,97
4,98
4,99
4,100
5,8
5,9
5,11
5,19
5,60
5,61
5,62
5,63
5,64
5,65
5,66
5,67
5,82
5,83
5,84
5,85
5,86
5,87
5,88
5,89
5,90
5,91
5,92
5,93
5,94
5,95
5,96
5,97
5,98
5,99
5,100
6,14
6,15
6,16
6,17
6,18
6,19
6,60
6,61
6,62
6,63
6,64
6,65
6,66
6,67
6,84
6,85
6,86
6,87
6,88
6,89
6,90
6,91
6,92
6,93
6,94
6,95
6,96
6,97
6,98
6,99
6,100
7,60
7,61
7,62
7,63
7,64
7,65
7,66
7,67
7,68
7,85
7,86
7,87
7,88
7,89
7,90
7,91
7,92
7,93
7,94
7,95
7,96
7,97
7,98
7,99
7,100
8,59
8,60
8,61
8,62
8,63
8,64
8,65
8,66
8,67
8,68
8,86
8,87
8,88
8,89
8,90
8,91
8,92
8,93
8,94
8,95
8,96
8,97
8,98
8,99
8,100
9,59
9,60
9,61
9,62
9,63
9,64
9,65
9,66
9,67
9,68
9,69
9,87
9,88
9,89
9,90
9,91
9,92
9,93
9,94
9,95
9,96
9,97
9,98
9,99
9,100
10,60
10,61
10,62
10,63
10,64
10,65
10,66
10,67
10,68
10,69
10,89
10,90
10,91
10,92
10,93
10,94
10,95
10,96
10,97
10,98
10,99
10,100
11,60
11,61
11,62
11,63
11,64
11,65
11,66
11,67
11,68
11,69
11,90
11,91
11,92
11,93
11,94
11,95
11,96
11,97
11,98
11,99
11,100
12,60
12,61
12,62
12,63
12,64
12,65
12,66
12,67
12,68
12,69
12,94
12,95
12,96
12,97
12,98
12,99
12,100
13,1
13,60
13,61
13,64
13,65
13,66
13,67
13,96
13,97
13,98
13,99
13,100
14,1
14,96
14,97
14,98
14,99
14,100
15,1
15,2
15,96
15,97
15,98
15,99
15,100
16,2
16,3
16,97
16,98
16,99
16,100
17,2
17,3
17,98
17,99
17,100
18,98
18,99
18,100
19,40
19,41
19,99
19,100
20,15
20,16
20,36
20,37
20,38
20,39
20,40
20,100
21,15
21,100
22,15
22,43
22,44
22,45
22,46
22,47
22,48
22,49
22,50
22,51
22,52
22,53
22,54
22,100
23,4
23,5
23,34
23,41
23,42
23,43
23,44
23,45
23,46
23,47
23,48
23,49
23,50
23,51
23,52
23,53
23,54
23,55
23,99
23,100
24,2
24,3
24,4
24,5
24,6
24,33
24,34
24,35
24,36
24,37
24,40
24,41
24,42
24,43
24,44
24,45
24,46
24,47
24,48
24,49
24,50
24,51
24,52
24,53
24,54
24,99
24,100
25,3
25,4
25,5
25,6
25,33
25,34
25,35
25,36
25,37
25,38
25,39
25,40
25,41
25,42
25,43
25,44
25,45
25,46
25,47
25,99
25,100
26,3
26,4
26,5
26,6
26,7
26,8
26,33
26,34
26,35
26,36
26,37
26,38
26,39
26,40
26,41
26,42
26,43
26,100
27,3
27,4
27,5
27,34
27,35
27,99
27,100
28,3
28,4
28,34
28,99
28,100
29,33
29,100
30,30
30,31
30,32
30,33
30,100
31,30
31,31
31,32
31,100
32,30
32,31
32,32
32,33
32,100
33,30
33,31
33,32
33,33
33,100
34,31
34,32
34,33
34,40
34,100
35,32
35,46
35,47
35,100
36,40
36,45
36,46
36,47
36,100
37,1
37,2
37,3
37,4
37,5
37,6
37,47
37,48
37,54
38,1
38,2
38,3
38,4
38,5
38,6
38,7
38,48
38,49
38,69
38,70
39,1
39,2
39,3
39,4
39,5
39,6
39,7
39,8
39,48
39,49
39,69
39,70
39,71
39,72
40,1
40,2
40,3
40,4
40,5
40,6
40,7
40,8
40,9
40,10
40,70
40,71
40,72
41,1
41,2
41,3
41,4
41,5
41,6
41,7
41,8
41,9
41,10
41,11
41,12
41,13
41,71
41,72
42,1
42,2
42,3
42,4
42,5
42,6
42,7
42,8
42,9
42,10
42,11
42,12
42,13
42,14
42,15
42,16
42,71
43,1
43,2
43,3
43,4
43,5
43,6
43,7
43,8
43,9
43,10
43,11
43,12
43,13
43,14
43,15
43,16
43,17
43,18
43,19
43,30
