0.54096,0.52896,0.26362,0,0,0,0.1181,0.081718,0.067052,0.094202,0.1181,0.14565,0.16883,0.1971,0.22724,0.26362,0.48655,0.48097,0.48655,0.52896,0.55793,0.58689,0.61586,0.64482,0.67379,0.70275,0.73171,0.76068,0.78964,0.78964,0.78964,0.78964,0.78964,0.79109,0.79538,0.79109,0.78964,0.79109,0.79538,0.8024,0.81195,0.82383,0.83778,0.85355,0.87092,0.88643,0.85827,0.83024,0.8024,0.77478,0.74747,0.72058,0.6943,0.66889,0.64482,0.62288,0.60443,0.59159,0.58689,0.59159,0.60443,0.62288,0.64482,0.66889,0.6943,0.72058,0.74747,0.77478,0.8024,0.83024,0.85827,0.88643,0.9147,0.94307,0.9715,1,0.99832,0.97505,0.95244,0.93058,0.90962,0.88967,0.86865,0.84757,0.81861,0.78964,0.76068,0.73171,0.70275,0.67379,0.64482,0.61586,0.58689,0.55793,0.52896,0.26362,0.52896,0.52896,0.26362,0.22724,0.22724
0.52896,0,0,0,0,0,0.1181,0.094202,0.087868,0.1181,0.14565,0.16883,0.1971,0.21865,0.24855,0.26362,0.52896,0.48655,0.48655,0.52896,0.55793,0.58689,0.61586,0.64482,0.67379,0.70275,0.73171,0.76068,0.76228,0.76068,0.76068,0.76068,0.76068,0.76228,0.76704,0.76228,0.76068,0.76228,0.76704,0.77478,0.78526,0.7982,0.8133,0.83024,0.84878,0.86865,0.85237,0.82383,0.79538,0.76704,0.73885,0.71086,0.68319,0.65598,0.62953,0.60443,0.58192,0.56477,0.55793,0.56477,0.58192,0.60443,0.62953,0.65598,0.68319,0.71086,0.73885,0.76704,0.79538,0.82383,0.85237,0.88096,0.90962,0.93831,0.96703,0.99579,0.98206,0.95796,0.93446,0.91166,0.88967,0.86865,0.84878,0.82769,0.80789,0.78526,0.75906,0.73352,0.70481,0.67618,0.64769,0.61942,0.59159,0.56477,0.54096,0.52896,0.52896,0.26362,0.24855,0.21865,0.21865
0,0,0,0,0,0,0.14565,0.1181,0.10409,0.1373,0.16883,0.1971,0.21865,0.24855,0.26362,0.52896,0.52896,0.48655,0.52896,0.54096,0.56477,0.59159,0.61942,0.64769,0.67618,0.70481,0.73352,0.73885,0.73352,0.73171,0.73171,0.73171,0.73171,0.73352,0.73885,0.73352,0.73171,0.73352,0.73885,0.74747,0.75906,0.77325,0.78964,0.80789,0.82769,0.84878,0.84878,0.81992,0.79109,0.76228,0.73352,0.70481,0.67618,0.64769,0.61942,0.59159,0.56477,0.54096,0.52896,0.54096,0.56477,0.59159,0.61942,0.64769,0.67618,0.70481,0.73352,0.76228,0.79109,0.81992,0.84878,0.87765,0.90653,0.93543,0.96433,0.97505,0.95796,0.94212,0.91773,0.89396,0.87092,0.84878,0.82769,0.80789,0.78673,0.76704,0.74577,0.72058,0.6943,0.66889,0.64482,0.61942,0.59159,0.56477,0.54096,0.52896,0.26362,0.24855,0.21865,0.1971,0.1971
0,0,0,0,0,0,0.16883,0.14565,0.1181,0.15,0.18496,0.21865,0.24855,0.26362,0.48097,0.48655,0.48655,0.52896,0.54096,0.56477,0.58192,0.60443,0.62953,0.65598,0.68319,0.71086,0.72058,0.71086,0.70481,0.70275,0.70275,0.70275,0.70275,0.70481,0.71086,0.70481,0.70275,0.70481,0.71086,0.72058,0.73352,0.74916,0.76704,0.78673,0.80789,0.83024,0.84757,0.81861,0.78964,0.76068,0.73171,0.70275,0.67379,0.64482,0.61586,0.58689,0.55793,0.52896,0.26362,0.52896,0.55793,0.58689,0.61586,0.64482,0.67379,0.70275,0.73171,0.76068,0.78964,0.81861,0.84757,0.87653,0.9055,0.93446,0.96343,0.95244,0.93446,0.91773,0.90238,0.87765,0.85355,0.83024,0.80789,0.78673,0.76704,0.74577,0.72622,0.70481,0.68319,0.65598,0.62953,0.60443,0.58192,0.55793,0.52896,0.26362,0.24855,0.21865,0.1971,0.16883,0.16883
0,0,0,0,0,0.21865,0.1971,0.16883,0.15448,0.15448,0.19086,0.22724,0.26362,0.48655,0.48655,0.52896,0.48655,0.52896,0.55793,0.58192,0.60443,0.62288,0.64482,0.66889,0.6943,0.70886,0.6943,0.68319,0.67618,0.67379,0.67379,0.67379,0.67379,0.67618,0.68319,0.67618,0.67379,0.67618,0.68319,0.6943,0.70886,0.72622,0.74577,0.76704,0.78964,0.8133,0.83778,0.81992,0.79109,0.76228,0.73352,0.70481,0.67618,0.64769,0.61942,0.59159,0.56477,0.54096,0.52896,0.54096,0.56477,0.59159,0.61942,0.64769,0.67618,0.70481,0.73352,0.76228,0.79109,0.81992,0.84878,0.87765,0.90653,0.93543,0.95058,0.93058,0.91166,0.89396,0.87765,0.86292,0.83778,0.8133,0.78964,0.76704,0.74577,0.72622,0.70481,0.68546,0.66385,0.64482,0.61942,0.59159,0.56477,0.54096,0.52896,0.26362,0.22724,0.1971,0.16883,0.14565,0.14565
0,0,0,0,0,0.24855,0.21865,0.19086,0.19086,0.19086,0.1971,0.22724,0.26362,0.52896,0.52896,0.54096,0.52896,0.54096,0.55793,0.56477,0.58192,0.60443,0.62953,0.65598,0.68319,0.68546,0.66889,0.65598,0.64769,0.64482,0.64482,0.64482,0.64482,0.64769,0.65598,0.64769,0.64482,0.64769,0.65598,0.66889,0.68546,0.70481,0.72622,0.74916,0.77325,0.7982,0.82383,0.82383,0.79538,0.76704,0.73885,0.71086,0.68319,0.65598,0.62953,0.60443,0.58192,0.56477,0.55793,0.56477,0.58192,0.60443,0.62953,0.65598,0.68319,0.71086,0.73885,0.76704,0.79538,0.82383,0.85237,0.88096,0.90962,0.93831,0.93058,0.90962,0.88967,0.87092,0.85355,0.83778,0.82383,0.7982,0.77325,0.74916,0.72622,0.70481,0.68546,0.66385,0.64482,0.62288,0.60443,0.58192,0.55793,0.52896,0.26362,0.24855,0.21865,0.18496,0.15,0.15448,0.15448
0,0,0,0,0,0.26362,0.22724,0.22724,0.22724,0.22724,0.22724,0.24855,0.26362,0.26362,0.26362,0.52896,0.52896,0.52896,0.52896,0.54096,0.56477,0.59159,0.61942,0.64769,0.67618,0.66385,0.64482,0.62953,0.61942,0.61586,0.61586,0.61586,0.61586,0.61942,0.62953,0.61942,0.61586,0.61942,0.62953,0.64482,0.66385,0.68546,0.70886,0.73352,0.75906,0.78526,0.81195,0.83024,0.8024,0.77478,0.74747,0.72058,0.6943,0.66889,0.64482,0.62288,0.60443,0.59159,0.58689,0.59159,0.60443,0.62288,0.64482,0.66889,0.6943,0.72058,0.74747,0.77478,0.8024,0.83024,0.85827,0.88643,0.9147,0.93446,0.91166,0.88967,0.86865,0.84878,0.83024,0.8133,0.7982,0.78526,0.75906,0.73352,0.70886,0.68546,0.66385,0.64482,0.62288,0.60443,0.58192,0.56477,0.54096,0.52896,0.26362,0.22724,0.1971,0.16883,0.18496,0.19086,0.19086
0,0,0,0,0,0.26362,0.26362,0.26362,0.26362,0.26362,0.26362,0.26362,0.52896,0.26362,0.52896,0.48655,0.48655,0.48655,0.48655,0.52896,0.55793,0.58689,0.61586,0.64482,0.64769,0.64482,0.62288,0.60443,0.59159,0.58689,0.58689,0.58689,0.58689,0.59159,0.60443,0.59159,0.58689,0.59159,0.60443,0.62288,0.64482,0.66889,0.6943,0.72058,0.74747,0.77325,0.7982,0.82383,0.81195,0.78526,0.75906,0.73352,0.70886,0.68546,0.66385,0.64482,0.62953,0.61942,0.61586,0.61942,0.62953,0.64482,0.66385,0.68546,0.70886,0.73352,0.75906,0.78526,0.81195,0.83902,0.86637,0.89396,0.92173,0.91773,0.89396,0.87092,0.84878,0.82769,0.80789,0.78964,0.77325,0.75906,0.74747,0.72058,0.6943,0.66889,0.64482,0.62288,0.60443,0.58192,0.56477,0.54096,0.52896,0.26362,0.24855,0.21865,0.1971,0.1971,0.21865,0.22724,0.22724
0,0,0,0,0,0.26362,0.48655,0.48655,0.48655,0.48655,0.48655,0.48655,0.48655,0.48655,0.48655,0.48097,0.47309,0.47309,0.48655,0.52896,0.55793,0.58689,0.61586,0.62953,0.61942,0.61586,0.60443,0.58192,0.56477,0.55793,0.55793,0.55793,0.55793,0.56477,0.58192,0.56477,0.55793,0.56477,0.58192,0.60443,0.62953,0.65598,0.68319,0.70886,0.73352,0.75906,0.78526,0.81195,0.82383,0.7982,0.77325,0.74916,0.72622,0.70481,0.68546,0.66889,0.65598,0.64769,0.64482,0.64769,0.65598,0.66889,0.68546,0.70481,0.72622,0.74916,0.77325,0.7982,0.82383,0.84998,0.87653,0.90342,0.92765,0.90238,0.87765,0.85355,0.83024,0.80789,0.78673,0.76704,0.74916,0.73352,0.72058,0.71086,0.68319,0.65598,0.62953,0.60443,0.58192,0.56477,0.54096,0.52896,0.26362,0.24855,0.26362,0.24855,0.21865,0.22724,0.24855,0.26362,0.26362
0,0,0,0,0,0.26362,0.48655,0.47309,0.47309,0.47309,0.47309,0.47309,0.47309,0.47309,0.47309,0.47309,0.47309,0.48097,0.48655,0.52896,0.55793,0.58689,0.61586,0.60443,0.59159,0.58689,0.58689,0.56477,0.54096,0.52896,0.52896,0.52896,0.52896,0.54096,0.55793,0.54096,0.52896,0.54096,0.56477,0.59159,0.61942,0.64482,0.66889,0.6943,0.72058,0.74747,0.77478,0.8024,0.83024,0.8133,0.78964,0.76704,0.74577,0.72622,0.70886,0.6943,0.68319,0.67618,0.67379,0.67618,0.68319,0.6943,0.70886,0.72622,0.74577,0.76704,0.78964,0.8133,0.83778,0.86292,0.8886,0.9147,0.90962,0.8886,0.86292,0.83778,0.8133,0.78964,0.76704,0.74577,0.72622,0.70886,0.6943,0.68319,0.67618,0.64769,0.61942,0.59159,0.56477,0.54096,0.52896,0.26362,0.26362,0.26362,0.48655,0.26362,0.24855,0.26362,0.26362,0.48655,0.48655
0,0,0,0,0,0.52896,0.48655,0.47309,0.46195,0.45964,0.45964,0.45964,0.45964,0.46992,0.48097,0.48655,0.48655,0.48655,0.52896,0.54096,0.56477,0.59159,0.60443,0.58192,0.56477,0.55793,0.55793,0.55793,0.52896,0.26362,0.26362,0.48655,0.48655,0.52896,0.52896,0.52896,0.48655,0.52896,0.55793,0.58192,0.60443,0.62953,0.65598,0.68319,0.71086,0.73885,0.76704,0.79538,0.82383,0.83024,0.80789,0.78673,0.76704,0.74916,0.73352,0.72058,0.71086,0.70481,0.70275,0.70481,0.71086,0.72058,0.73352,0.74916,0.76704,0.78673,0.80789,0.83024,0.85355,0.87765,0.90238,0.90962,0.88967,0.86865,0.84878,0.82383,0.7982,0.77325,0.74916,0.72622,0.70481,0.68546,0.66889,0.65598,0.64769,0.64482,0.61586,0.58689,0.55793,0.52896,0.26362,0.26362,0.52896,0.52896,0.48655,0.26362,0.26362,0.47309,0.48655,0.52896,0.52896
